date,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,zip_type,sqm_living,sqm_lot,sqm_above,sqm_basement,sqm_living15,sqm_lot15,date_year,date_month,date_week,date_year_week,ll_ratio,sqm_garden
2015-02-05,585000,2,1.75,1.0,0.0,0,3,7,1981,,98117,47.6989,-122.369,city,183.95,794.31,91.97,91.98,137.5,625.98,2015,2,6,2015-05,4.31807556401196,702.3399999999999
2015-03-03,920000,5,2.25,1.5,0.0,0,3,8,1927,,98105,47.6571,-122.281,city,253.62,557.41,197.88,55.74,253.62,557.41,2015,3,10,2015-09,2.1978156296822013,425.49
2014-05-12,885000,4,2.5,2.0,0.0,0,3,9,1995,,98105,47.6597,-122.29,city,262.91,464.51,262.91,0.0,181.16,464.51,2014,5,20,2014-19,1.7668023277927807,333.05499999999995
2014-08-19,292500,4,2.5,2.0,0.0,0,3,7,2008,,98042,47.3663,-122.114,suburbs,209.03,417.6,209.03,0.0,209.03,418.06,2014,8,34,2014-33,1.9977993589436924,313.08500000000004
2015-04-07,301000,3,2.5,2.0,0.0,0,3,8,2003,,98042,47.3663,-122.122,suburbs,224.82,441.29,224.82,0.0,249.91,441.29,2015,4,15,2015-14,1.962859176229873,328.88
2014-08-27,951000,5,3.25,2.0,0.0,4,4,8,1968,,98008,47.588,-122.116,suburbs,301.93,1332.4,301.93,0.0,274.99,1026.01,2014,8,35,2014-34,4.412943397476236,1181.4350000000002
2015-02-23,430000,4,3.0,2.0,0.0,0,3,8,1991,,98059,47.5059,-122.149,suburbs,171.87,926.79,171.87,0.0,210.89,793.57,2015,2,9,2015-08,5.39238959678827,840.855
2014-12-10,650000,3,2.25,1.0,0.0,3,4,8,1959,,98166,47.4336,-122.339,suburbs,199.74,1972.78,147.71,52.03,238.76,1755.85,2014,12,50,2014-49,9.876739761690196,1825.07
2014-08-28,289000,3,1.75,1.0,0.0,0,3,7,1954,,98148,47.4366,-122.335,suburbs,117.06,780.38,117.06,0.0,119.84,812.89,2014,8,35,2014-34,6.66649581411242,663.3199999999999
2014-10-21,505000,3,1.75,2.0,0.0,0,5,8,1973,,98166,47.4428,-122.344,suburbs,234.02,807.32,234.02,0.0,232.26,882.57,2014,10,43,2014-42,3.4497906161866507,690.3100000000001
2014-12-07,549000,3,1.75,3.0,0.0,0,3,8,2014,,98115,47.6765,-122.32,city,143.07,96.99,143.07,0.0,146.79,287.07,2014,12,49,2014-48,0.6779198993499685,49.3
2014-06-03,425000,3,2.25,1.0,0.0,0,3,7,1979,,98122,47.6113,-122.297,city,154.22,557.41,103.12,51.1,133.78,379.04,2014,6,23,2014-22,3.6143820516145766,454.28999999999996
2014-11-20,317625,3,2.75,1.5,0.0,0,5,7,1925,,98144,47.5747,-122.304,city,257.34,353.86,164.44,92.9,133.78,371.61,2014,11,47,2014-46,1.3750680034196008,244.23333333333335
2014-09-09,975000,4,2.5,2.0,0.0,0,3,10,1989,,98004,47.5815,-122.192,city,252.69,1026.48,252.69,0.0,255.48,1026.48,2014,9,37,2014-36,4.06221061379556,900.135
2014-10-09,287000,4,2.5,2.0,0.0,0,3,7,2005,,98001,47.3378,-122.257,suburbs,208.1,431.81,208.1,0.0,206.34,423.36,2014,10,41,2014-40,2.0750120134550696,327.76
2014-08-25,204000,3,1.0,1.0,0.0,0,4,7,1968,,98042,47.3621,-122.11,suburbs,92.9,1121.33,92.9,0.0,93.83,1173.82,2014,8,35,2014-34,12.070290635091494,1028.4299999999998
2014-06-12,1330000,5,2.25,1.0,0.0,0,3,8,1965,,98004,47.6303,-122.215,city,297.29,1872.72,148.64,148.65,314.94,1872.72,2014,6,24,2014-23,6.299303710181976,1724.08
2014-09-12,1040000,5,3.25,1.0,0.0,0,4,11,1973,,98005,47.6525,-122.16,city,443.14,4653.85,285.21,157.93,327.95,3615.48,2014,9,37,2014-36,10.501985828406374,4368.64
2015-01-05,325000,3,2.0,1.0,0.0,0,4,7,1972,,98034,47.7362,-122.179,suburbs,117.06,521.37,117.06,0.0,152.36,440.82,2015,1,2,2015-01,4.453869810353665,404.31
2014-06-10,571000,4,2.0,1.5,0.0,0,5,7,1916,,98125,47.7168,-122.287,suburbs,255.48,725.29,209.03,46.45,140.28,725.29,2014,6,24,2014-23,2.838930640363238,585.9366666666666
2014-07-10,360000,4,2.5,2.0,0.0,0,3,8,2005,,98038,47.3608,-122.036,countryside,221.11,464.51,221.11,0.0,224.82,464.51,2014,7,28,2014-27,2.1008095518067926,353.955
2015-03-16,349000,3,1.75,1.0,0.0,0,5,7,1965,,98042,47.3511,-122.073,suburbs,166.3,4694.26,101.26,65.04,180.23,4694.26,2015,3,12,2015-11,28.227660853878533,4593.0
2014-11-05,832500,4,4.0,2.0,0.0,0,4,10,1986,,98075,47.5822,-121.987,suburbs,318.65,3261.06,222.04,96.61,301.0,3253.44,2014,11,45,2014-44,10.233987133218266,3150.04
2014-10-13,380000,4,1.75,1.0,0.0,0,3,7,1956,,98008,47.6034,-122.125,suburbs,163.51,678.19,81.75,81.76,156.08,696.77,2014,10,42,2014-41,4.147697388538928,596.44
2015-04-20,480000,3,1.0,1.0,0.0,0,3,7,1941,,98116,47.5636,-122.394,city,96.62,470.09,96.62,0.0,82.68,470.09,2015,4,17,2015-16,4.865348789070585,373.46999999999997
2014-06-09,410000,3,1.0,1.0,0.0,0,4,7,1956,,98133,47.7073,-122.34,suburbs,130.99,470.09,84.54,46.45,104.98,528.89,2014,6,24,2014-23,3.588747232613176,385.54999999999995
2015-03-23,720000,4,2.5,2.0,0.0,0,3,10,2002,,98010,47.342,-122.025,countryside,320.51,3686.64,320.51,0.0,311.22,3692.87,2015,3,13,2015-12,11.502418021278586,3526.3849999999998
2014-12-02,390000,3,2.5,2.0,0.0,0,3,8,2003,,98038,47.3512,-122.008,countryside,218.32,473.8,218.32,0.0,218.32,498.23,2014,12,49,2014-48,2.1702088677171125,364.64
2014-12-22,360000,4,2.5,2.0,0.0,0,3,7,1992,,98038,47.349,-122.031,countryside,176.51,547.1,176.51,0.0,173.73,595.04,2014,12,52,2014-51,3.0995411024871116,458.845
2014-10-28,355000,2,1.0,1.0,0.0,0,3,7,1948,,98118,47.5474,-122.291,city,187.66,624.3,93.83,93.83,159.79,624.3,2014,10,44,2014-43,3.326761163806885,530.4699999999999
2015-01-28,356000,3,1.5,1.0,0.0,0,3,8,1964,,98059,47.4811,-122.149,suburbs,156.08,809.36,156.08,0.0,171.87,817.26,2015,1,5,2015-04,5.185545873910814,653.28
2014-06-02,315000,3,1.0,1.0,0.0,0,3,6,1952,,98125,47.7264,-122.31,suburbs,89.19,616.31,89.19,0.0,145.86,669.18,2014,6,23,2014-22,6.910079605336921,527.1199999999999
2014-11-14,940000,3,1.5,2.0,0.0,0,3,9,1925,,98119,47.6337,-122.365,city,198.81,334.45,176.51,22.3,187.66,445.93,2014,11,46,2014-45,1.6822594436899552,246.195
2014-11-03,305000,5,2.25,1.5,0.0,0,5,7,1961,,98092,47.2909,-122.189,suburbs,247.12,780.38,247.12,0.0,147.71,758.55,2014,11,45,2014-44,3.157898996438977,615.6333333333333
2014-06-18,461000,3,3.25,2.0,0.0,0,3,9,2006,,98056,47.5228,-122.199,suburbs,257.34,583.24,183.95,73.39,176.51,682.74,2014,6,25,2014-24,2.2664179684464134,491.265
2014-05-19,215000,2,2.25,2.0,0.0,0,4,7,1979,,98056,47.518,-122.194,suburbs,149.57,189.52,149.57,0.0,181.16,188.13,2014,5,21,2014-20,1.2670990171825902,114.73500000000001
2014-09-04,335000,2,1.75,2.0,0.0,0,3,7,2006,,98136,47.5394,-122.387,city,95.69,99.03,71.07,24.62,95.69,102.75,2014,9,36,2014-35,1.0349043787229595,63.495000000000005
2014-05-22,243500,4,2.5,2.0,0.0,0,3,7,1988,,98023,47.2897,-122.372,suburbs,183.95,687.76,183.95,0.0,183.95,697.7,2014,5,21,2014-20,3.738842076651264,595.785
2015-03-11,1100000,5,2.75,2.0,0.0,0,4,10,2001,,98199,47.6506,-122.391,city,327.02,590.21,327.02,0.0,234.11,580.64,2015,3,11,2015-10,1.80481316127454,426.70000000000005
2015-02-26,153000,3,1.0,1.0,0.0,0,3,7,1962,,98023,47.322,-122.351,suburbs,111.48,975.47,111.48,0.0,125.42,975.47,2015,2,9,2015-08,8.750179404377466,863.99
2014-07-25,430000,3,1.5,1.0,0.0,0,3,8,1939,,98117,47.687,-122.386,city,146.79,464.51,119.84,26.95,145.86,418.06,2014,7,30,2014-29,3.164452619388242,344.66999999999996
2014-12-23,700000,3,1.5,1.0,0.0,0,3,8,1939,,98117,47.687,-122.386,city,146.79,464.51,119.84,26.95,145.86,418.06,2014,12,52,2014-51,3.164452619388242,344.66999999999996
2014-09-08,905000,4,2.5,1.0,0.0,0,3,7,1946,1991.0,98040,47.5873,-122.249,city,306.58,952.25,222.04,84.54,181.16,561.59,2014,9,37,2014-36,3.1060408376280253,730.21
2015-03-30,247500,3,1.75,1.0,0.0,0,3,7,1967,,98032,47.3576,-122.277,suburbs,182.09,1456.8,182.09,0.0,162.58,1450.76,2015,3,14,2015-13,8.000439343181943,1274.71
2014-09-12,199000,4,1.5,1.0,0.0,0,4,7,1975,,98023,47.3036,-122.378,suburbs,107.77,594.57,107.77,0.0,107.77,594.57,2014,9,37,2014-36,5.517027001948595,486.80000000000007
2014-07-11,314000,3,1.75,1.0,0.0,0,5,7,1980,,98038,47.4109,-121.958,countryside,168.15,3883.31,112.41,55.74,153.29,12545.15,2014,7,28,2014-27,23.094320547130536,3770.9
2014-05-16,437500,3,2.5,2.0,0.0,2,3,9,1992,,98045,47.4838,-121.714,countryside,215.53,3423.17,215.53,0.0,236.9,3257.62,2014,5,20,2014-19,15.882568551941725,3315.405
2014-06-11,850830,3,2.5,1.5,0.0,0,5,9,1910,,98102,47.6415,-122.315,city,192.31,1230.12,117.99,74.32,204.38,418.06,2014,6,24,2014-23,6.396547241433102,1151.4599999999998
2014-10-27,555000,3,2.0,1.5,0.0,0,4,7,1929,,98117,47.6775,-122.372,city,183.95,323.11,133.78,50.17,149.57,323.11,2014,10,44,2014-43,1.7565099211742323,233.92333333333335
2014-12-12,699950,3,2.25,2.0,0.0,0,4,8,1983,,98077,47.7731,-122.08,suburbs,203.46,9995.63,203.46,0.0,238.76,4438.59,2014,12,50,2014-49,49.12823159343359,9893.9
2014-10-07,1090000,3,2.5,2.0,0.0,0,3,8,1950,2010.0,98004,47.5814,-122.196,city,271.27,753.72,271.27,0.0,220.18,753.72,2014,10,41,2014-40,2.7784863788845064,618.085
2014-09-24,290000,3,1.0,1.0,0.0,0,3,7,1954,,98058,47.4375,-122.184,suburbs,112.41,3151.15,112.41,0.0,152.36,1385.17,2014,9,39,2014-38,28.03264834089494,3038.7400000000002
2015-04-02,375000,3,2.5,1.0,0.0,0,4,8,1978,,98058,47.4431,-122.133,suburbs,217.39,929.49,135.64,81.75,209.03,758.27,2015,4,14,2015-13,4.2756796540779245,793.85
2014-05-23,460000,3,1.0,1.5,0.0,0,4,7,1939,,98117,47.6878,-122.38,city,155.15,372.07,108.7,46.45,115.2,372.07,2014,5,21,2014-20,2.398130841121495,299.60333333333335
2014-07-23,188500,2,1.75,1.0,0.0,0,4,8,1985,,98198,47.3813,-122.322,suburbs,115.2,231.61,115.2,0.0,117.99,461.35,2014,7,30,2014-29,2.010503472222222,116.41000000000001
2015-03-05,680000,4,2.5,2.0,0.0,0,4,10,1991,,98077,47.7304,-122.082,suburbs,291.71,2604.7,291.71,0.0,277.78,3251.67,2015,3,10,2015-09,8.929073394809913,2458.845
2014-08-27,470000,5,1.75,2.0,0.0,0,4,7,1942,,98052,47.6417,-122.109,suburbs,188.59,1146.6,188.59,0.0,232.26,876.35,2014,8,35,2014-34,6.079855771780052,1052.3049999999998
2014-07-25,597750,4,2.5,2.0,0.0,0,3,8,1984,,98027,47.5386,-122.053,suburbs,214.6,894.09,214.6,0.0,180.23,895.21,2014,7,30,2014-29,4.166309412861137,786.7900000000001
2015-03-04,570000,3,1.75,1.0,0.0,0,5,6,1905,,98103,47.6823,-122.349,city,117.06,309.18,65.03,52.03,128.21,328.5,2015,3,10,2015-09,2.6412096360840596,244.15
2014-09-16,272500,3,1.75,1.0,0.0,0,4,7,1980,,98038,47.3624,-122.031,countryside,143.07,1170.57,107.77,35.3,143.07,1082.87,2014,9,38,2014-37,8.181799119312224,1062.8
2014-11-24,329950,3,1.75,1.0,0.0,2,3,7,1971,,98108,47.5474,-122.295,city,193.24,554.53,100.33,92.91,194.17,510.96,2014,11,48,2014-47,2.869643966052577,454.2
2014-10-28,480000,4,2.5,2.0,0.0,0,3,9,2001,,98001,47.3183,-122.253,suburbs,300.07,1502.32,234.11,65.96,245.26,791.25,2014,10,44,2014-43,5.006565134801879,1385.2649999999999
2014-11-21,740500,3,3.5,2.0,0.0,0,3,8,1900,,98117,47.6981,-122.368,city,406.91,589.93,258.27,148.64,170.01,589.93,2014,11,47,2014-46,1.449780049642427,460.79499999999996
2014-06-26,518500,3,3.5,3.0,0.0,0,3,8,2010,,98103,47.6824,-122.347,city,147.71,102.38,147.71,0.0,150.5,294.13,2014,6,26,2014-25,0.693114887279128,53.143333333333324
2014-06-23,205425,2,1.0,1.0,0.0,0,4,6,1945,,98178,47.5009,-122.248,suburbs,81.75,629.88,81.75,0.0,110.55,629.88,2014,6,26,2014-25,7.704954128440367,548.13
2015-01-08,171800,4,2.0,1.0,0.0,0,3,6,1950,,98168,47.4965,-122.303,suburbs,145.86,891.86,145.86,0.0,174.66,836.12,2015,1,2,2015-01,6.114493349787467,746.0
2015-05-11,535000,4,1.0,1.5,0.0,0,4,7,1925,,98144,47.587,-122.294,city,149.57,277.03,149.57,0.0,149.57,375.33,2015,5,20,2015-19,1.8521762385505114,177.31666666666666
2015-01-02,660000,3,2.5,1.0,0.0,2,3,8,1964,,98177,47.7728,-122.386,suburbs,222.97,601.45,144.93,78.04,217.39,1008.55,2015,1,1,2015-00,2.697448087186617,456.52000000000004
2014-11-19,391500,3,2.0,1.0,0.0,0,3,7,1987,,98034,47.7288,-122.226,suburbs,134.71,848.38,134.71,0.0,146.79,845.78,2014,11,47,2014-46,6.297824957315715,713.67
2015-04-06,395000,2,1.0,1.0,0.0,0,3,6,1953,,98117,47.6999,-122.364,city,71.53,557.41,71.53,0.0,158.86,557.41,2015,4,15,2015-14,7.7926744023486645,485.88
2014-11-04,445000,4,1.75,1.5,0.0,0,5,7,1924,,98118,47.5299,-122.266,city,195.09,408.77,159.79,35.3,171.87,408.77,2014,11,45,2014-44,2.095289353631657,302.24333333333334
2014-06-18,770000,3,2.25,2.0,0.0,0,3,9,1990,,98052,47.6897,-122.098,suburbs,270.35,947.97,270.35,0.0,250.84,1299.89,2014,6,25,2014-24,3.506454595894211,812.7950000000001
2015-03-02,1450000,4,2.75,1.5,0.0,0,3,8,1914,1992.0,98004,47.6141,-122.212,city,255.48,1652.64,183.95,71.53,284.28,1047.47,2015,3,10,2015-09,6.468764678252701,1530.0066666666667
2014-07-17,445000,3,2.25,1.0,0.0,2,3,8,1967,,98178,47.5091,-122.244,suburbs,195.09,761.89,150.5,44.59,247.12,809.36,2014,7,29,2014-28,3.905325747091086,611.39
2014-07-17,260000,4,2.25,1.0,0.0,0,3,8,1978,,98023,47.3129,-122.39,suburbs,200.67,818.56,126.35,74.32,194.17,780.38,2014,7,29,2014-28,4.079134898091394,692.2099999999999
2014-06-13,822500,5,3.5,2.0,0.0,0,5,7,1926,,98103,47.6763,-122.352,city,215.53,460.8,159.79,55.74,157.93,460.8,2014,6,24,2014-23,2.1379854312624693,380.90500000000003
2015-04-06,430000,4,2.5,2.0,0.0,0,3,7,2004,,98065,47.5319,-121.85,countryside,192.31,400.41,192.31,0.0,183.02,348.2,2015,4,15,2015-14,2.0821070147158234,304.255
2015-01-05,212000,3,1.75,1.0,0.0,0,4,7,1986,,98092,47.2761,-122.152,suburbs,98.48,731.61,98.48,0.0,131.92,713.49,2015,1,2,2015-01,7.4290211210398045,633.13
2015-04-28,660500,4,2.25,1.0,0.0,0,3,8,1986,,98027,47.5343,-122.054,suburbs,186.73,892.14,133.78,52.95,191.38,909.79,2015,4,18,2015-17,4.777700423070744,758.36
2014-06-12,784000,3,3.5,1.5,0.0,0,3,9,1989,,98052,47.697,-122.072,suburbs,366.96,10319.4,228.54,138.42,230.4,8221.85,2014,6,24,2014-23,28.121321124918246,10167.039999999999
2014-05-12,453246,3,2.5,2.0,0.0,0,3,8,2014,,98029,47.5517,-121.998,suburbs,186.73,212.47,129.13,57.6,157.0,154.4,2014,5,20,2014-19,1.137846087934451,147.905
2015-01-26,675000,4,3.5,3.0,0.0,0,3,9,2005,,98107,47.6734,-122.38,city,198.81,211.63,198.81,0.0,143.07,212.28,2015,1,5,2015-04,1.0644836778834061,145.36
